"Name";"ontologyTermName";"ontologyTermIRI";"score";"validated";"review"
"myopia";"Myopia";"http://purl.obolibrary.org/obo/HP_0000545";"100";"false";"false"
"adrenocortical carcinoma";"Adrenocortical carcinoma";"http://purl.obolibrary.org/obo/HP_0006744";"100";"false";"false"
"eye inflammation";"Blepharitis";"http://purl.obolibrary.org/obo/HP_0000498";"76.92";"false";"false"
"allergic asthma";"Asthma";"http://purl.obolibrary.org/obo/HP_0002099";"66.67";"false";"false"
"plantar wart";"Plantar warts";"http://purl.obolibrary.org/obo/HP_0033005";"100";"false";"false"
"heavy metal poisoning";"Triggered by heavy meal";"http://purl.obolibrary.org/obo/HP_0025216";"52.63";"false";"false"
"hypoactive sexual desire dysfunction";"Male sexual dysfunction";"http://purl.obolibrary.org/obo/HP_0040307";"62.75";"false";"false"
"neurogenic bladder dysfunction";"Neurogenic bladder";"http://purl.obolibrary.org/obo/HP_0000011";"79.07";"false";"false"
"respiratory allergy";"Respiratory alkalosis";"http://purl.obolibrary.org/obo/HP_0001950";"73.17";"false";"false"
"manic depression disorder";"Nonprogressive";"http://purl.obolibrary.org/obo/HP_0003680";"60";"false";"false"
"pneumocystis pneumonia";"Pneumocystis jirovecii pneumonia";"http://purl.obolibrary.org/obo/HP_0020102";"81.48";"false";"false"
"junin virus infection";"Post-vaccination rotavirus infection";"http://purl.obolibrary.org/obo/HP_0020091";"60.87";"false";"false"
"bacillary dysentery";"Dilatation of mesenteric artery";"http://purl.obolibrary.org/obo/HP_0011934";"52.38";"false";"false"
"insulin resistant disorder";"Insulin resistance";"http://purl.obolibrary.org/obo/HP_0000855";"81.08";"false";"false"
"haemophilia b";"Hemobilia";"http://purl.obolibrary.org/obo/HP_0100762";"72";"false";"false"
"enterococcus faecium infection";"Recurrent enteroviral infections";"http://purl.obolibrary.org/obo/HP_0002743";"58.82";"false";"false"
"sinus rhythm disorder";"Arrhythmia";"http://purl.obolibrary.org/obo/HP_0011675";"71.79";"false";"false"
"exudative age related macular degeneration";"obsolete Age-related macular degeneration";"http://purl.obolibrary.org/obo/HP_0007868";"79.37";"false";"false"
"infectious disease";"Arthropathy";"http://purl.obolibrary.org/obo/HP_0003040";"57.14";"false";"false"
"neovascular age related macular degeneration";"obsolete Age-related macular degeneration";"http://purl.obolibrary.org/obo/HP_0007868";"71.43";"false";"false"
"hyperoxaluria";"Hyperoxaluria";"http://purl.obolibrary.org/obo/HP_0003159";"100";"false";"false"
"retina disorder";"Retinal perforation";"http://purl.obolibrary.org/obo/HP_0011958";"61.54";"false";"false"
"chagas disease";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"64";"false";"false"
"knee osteoarthritis";"Knee osteoarthritis";"http://purl.obolibrary.org/obo/HP_0005086";"100";"false";"false"
"charcot marie tooth disease";"Reduced number of teeth";"http://purl.obolibrary.org/obo/HP_0009804";"56.52";"false";"false"
"enterobacteriaceae infection";"Infection due to encapsulated bacteria";"http://purl.obolibrary.org/obo/HP_0020097";"62.96";"false";"false"
"skin burns";"Burning mouth";"http://purl.obolibrary.org/obo/HP_0032143";"47.62";"false";"false"
"hereditary angioedema";"Angioedema";"http://purl.obolibrary.org/obo/HP_0100665";"66.67";"false";"false"
"hepatitis";"Hepatitis";"http://purl.obolibrary.org/obo/HP_0012115";"100";"false";"false"
"spontaneous abortion";"Spontaneous abortion";"http://purl.obolibrary.org/obo/HP_0005268";"100";"false";"false"
"polycythemia vera";"Polycythemia";"http://purl.obolibrary.org/obo/HP_0001901";"83.87";"false";"false"
"river blindness";"Blindness";"http://purl.obolibrary.org/obo/HP_0000618";"66.67";"false";"false"
"onchocerciasis";"Bronchocele";"http://purl.obolibrary.org/obo/HP_0033653";"48";"false";"false"
"esophageal squamous cell carcinoma";"Squamous cell carcinoma";"http://purl.obolibrary.org/obo/HP_0002860";"85.19";"false";"false"
"gastric disease";"Multiple pulmonary cysts";"http://purl.obolibrary.org/obo/HP_0005948";"58.82";"false";"false"
"common cold";"Chapped lip";"http://purl.obolibrary.org/obo/HP_0040181";"57.14";"false";"false"
"muscle fatigue";"Fatigue";"http://purl.obolibrary.org/obo/HP_0012378";"70";"false";"false"
"sciatica lumbar radicular pain";"Dermatomal";"http://purl.obolibrary.org/obo/HP_0025294";"48.78";"false";"false"
"hepatovirus infection";"Severe norovirus infection";"http://purl.obolibrary.org/obo/HP_0020099";"60";"false";"false"
"cervical dystonia";"Torticollis";"http://purl.obolibrary.org/obo/HP_0000473";"100";"false";"false"
"recurrent glioblastoma";"Glioblastoma multiforme";"http://purl.obolibrary.org/obo/HP_0012174";"78.79";"false";"false"
"malaria";"Alacrima";"http://purl.obolibrary.org/obo/HP_0000522";"58.82";"false";"false"
"abdominal surgical procedure";"Protuberant abdomen";"http://purl.obolibrary.org/obo/HP_0001538";"58.54";"false";"false"
"pelvic inflammatory disease";"Retinopathy";"http://purl.obolibrary.org/obo/HP_0000488";"66.67";"false";"false"
"malignant glioma";"Glioma";"http://purl.obolibrary.org/obo/HP_0009733";"66.67";"false";"false"
"nutritional deficiency";"Dependency on intravenous nutrition";"http://purl.obolibrary.org/obo/HP_0025156";"58.06";"false";"false"
"opioid induced constipation";"Constipation";"http://purl.obolibrary.org/obo/HP_0002019";"55.17";"false";"false"
"bone related disease";"Graves disease";"http://purl.obolibrary.org/obo/HP_0100647";"51.61";"false";"false"
"neonatal hyperbilirubinemia";"Neonatal hyperbilirubinemia";"http://purl.obolibrary.org/obo/HP_0003265";"100";"false";"false"
"bacteremia";"Bacteremia";"http://purl.obolibrary.org/obo/HP_0031864";"100";"false";"false"
"orthostatic hypotension";"Orthostatic hypotension";"http://purl.obolibrary.org/obo/HP_0001278";"100";"false";"false"
"pyloric stenosis";"Pyloric stenosis";"http://purl.obolibrary.org/obo/HP_0002021";"100";"false";"false"
"diagnostic radiopharmaceutical";"Abnormality of radial diaphysis";"http://purl.obolibrary.org/obo/HP_0004027";"41.67";"false";"false"
"pain";"Pain";"http://purl.obolibrary.org/obo/HP_0012531";"100";"false";"false"
"thiamine deficiency";"Low levels of vitamin A";"http://purl.obolibrary.org/obo/HP_0004905";"73.33";"false";"false"
"inborn homocystinuria";"Homocystinuria";"http://purl.obolibrary.org/obo/HP_0002156";"81.08";"false";"false"
"burkitt cell leukaemia";"Leukemia";"http://purl.obolibrary.org/obo/HP_0001909";"60.61";"false";"false"
"hirsutism";"Hirsutism";"http://purl.obolibrary.org/obo/HP_0001007";"100";"false";"false"
"premature ejaculation";"Premature ejaculation";"http://purl.obolibrary.org/obo/HP_0012876";"100";"false";"false"
"dilated cardiomyopathy";"Dilated cardiomyopathy";"http://purl.obolibrary.org/obo/HP_0001644";"100";"false";"false"
"alcohol dependence";"Alcoholism";"http://purl.obolibrary.org/obo/HP_0030955";"69.57";"false";"false"
"acute pain";"Acute abdomen";"http://purl.obolibrary.org/obo/HP_0033400";"71.43";"false";"false"
"wernicke korsakoff syndrome";"Horner syndrome";"http://purl.obolibrary.org/obo/HP_0002277";"53.66";"false";"false"
"cancer related pain";"Trophic changes related to pain";"http://purl.obolibrary.org/obo/HP_0010834";"60.47";"false";"false"
"peripheral sensory neuropathies";"Sensory neuropathy";"http://purl.obolibrary.org/obo/HP_0000763";"100";"false";"false"
"arrhythmia";"Arrhythmia";"http://purl.obolibrary.org/obo/HP_0011675";"100";"false";"false"
"hypoxia";"Hypoxemia";"http://purl.obolibrary.org/obo/HP_0012418";"77.78";"false";"false"
"mucositis";"Oral ulcer";"http://purl.obolibrary.org/obo/HP_0000155";"52.17";"false";"false"
"kidney disease";"Chronic kidney disease";"http://purl.obolibrary.org/obo/HP_0012622";"77.78";"false";"false"
"athylene glycol or methanol poisoning";"Abnormal glycosphingolipid metabolism";"http://purl.obolibrary.org/obo/HP_0004343";"40.62";"false";"false"
"eating disorder";"Confusion";"http://purl.obolibrary.org/obo/HP_0001289";"57.14";"false";"false"
"subarachnoid hemorrhage";"Subarachnoid hemorrhage";"http://purl.obolibrary.org/obo/HP_0002138";"100";"false";"false"
"dermatophytosis";"Deep dermatophytosis";"http://purl.obolibrary.org/obo/HP_0032515";"85.71";"false";"false"
"jock itch";"Pruritus";"http://purl.obolibrary.org/obo/HP_0000989";"66.67";"false";"false"
"juvenile idiopathic arthritis";"Juvenile rheumatoid arthritis";"http://purl.obolibrary.org/obo/HP_0005681";"100";"false";"false"
"fibromyalgia";"Myalgia";"http://purl.obolibrary.org/obo/HP_0003326";"66.67";"false";"false"
"wet age related macular degeneration";"obsolete Age-related macular degeneration";"http://purl.obolibrary.org/obo/HP_0007868";"87.1";"false";"false"
"congestive cardiac insufficiency";"Congestive heart failure";"http://purl.obolibrary.org/obo/HP_0001635";"81.82";"false";"false"
"bronchiectasis";"Bronchiectasis";"http://purl.obolibrary.org/obo/HP_0002110";"100";"false";"false"
"acute bronchial asthma";"Asthma";"http://purl.obolibrary.org/obo/HP_0002099";"87.18";"false";"false"
"rett syndrome";"Barrett esophagus";"http://purl.obolibrary.org/obo/HP_0100580";"78.57";"false";"false"
"parathyroid disease";"Arthropathy";"http://purl.obolibrary.org/obo/HP_0003040";"59.09";"false";"false"
"narcolepsy";"Narcolepsy";"http://purl.obolibrary.org/obo/HP_0030050";"100";"false";"false"
"blastomycosis";"Nephroblastomatosis";"http://purl.obolibrary.org/obo/HP_0008643";"56.25";"false";"false"
"astrocytoma";"Astrocytoma";"http://purl.obolibrary.org/obo/HP_0009592";"100";"false";"false"
"diabetic nephropathy";"Nephropathy";"http://purl.obolibrary.org/obo/HP_0000112";"77.42";"false";"false"
"stomach disease";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"60";"false";"false"
"meningitis";"Meningitis";"http://purl.obolibrary.org/obo/HP_0001287";"100";"false";"false"
"thyrotoxicosis";"Thyrotoxicosis with diffuse goiter";"http://purl.obolibrary.org/obo/HP_0011784";"68.29";"false";"false"
"hereditary amyloidosis";"Pyropoikilocytosis";"http://purl.obolibrary.org/obo/HP_0004839";"62.75";"false";"false"
"miscarriage";"Spontaneous abortion";"http://purl.obolibrary.org/obo/HP_0005268";"100";"false";"false"
"histamine h3 associated disorder";"Disseminated histoplasmosis";"http://purl.obolibrary.org/obo/HP_0032257";"53.06";"false";"false"
"acute heart failure";"Acute hepatic failure";"http://purl.obolibrary.org/obo/HP_0006554";"83.33";"false";"false"
"schistosomiasis";"Schistocytosis";"http://purl.obolibrary.org/obo/HP_0001981";"68.97";"false";"false"
"infection of the upper and lower urinary tract";"Recurrent urinary tract infections";"http://purl.obolibrary.org/obo/HP_0000010";"77.78";"false";"false"
"non alcoholic fatty liver disease";"Cholestatic liver disease";"http://purl.obolibrary.org/obo/HP_0002611";"59.26";"false";"false"
"peptic ulcer";"Peptic ulcer";"http://purl.obolibrary.org/obo/HP_0004398";"100";"false";"false"
"cholesterol metabolism disorder";"Abnormal circulating cholesterol concentration";"http://purl.obolibrary.org/obo/HP_0003107";"77.78";"false";"false"
"obsessive compulsive disorder";"Obsessive-compulsive trait";"http://purl.obolibrary.org/obo/HP_0008770";"69.77";"false";"false"
"syndrome x";"Cachexia";"http://purl.obolibrary.org/obo/HP_0004326";"69.57";"false";"false"
"amyloid cardiomyopathy";"Cardiac amyloidosis";"http://purl.obolibrary.org/obo/HP_0030843";"100";"false";"false"
"transthyretin familial amyloid cardiomyopathy";"Transthyretin cardiac amyloidosis";"http://purl.obolibrary.org/obo/HP_0031327";"70.13";"false";"false"
"neonatal respiratory distress";"Neonatal respiratory distress";"http://purl.obolibrary.org/obo/HP_0002643";"100";"false";"false"
"helminth infection";"Unusual helminthic infection";"http://purl.obolibrary.org/obo/HP_0020107";"84.21";"false";"false"
"peripheral neuropathy";"Peripheral neuropathy";"http://purl.obolibrary.org/obo/HP_0009830";"100";"false";"false"
"vitamin d deficiency";"Low levels of vitamin D";"http://purl.obolibrary.org/obo/HP_0100512";"100";"false";"false"
"parasitic infection";"Invasive parasitic infection";"http://purl.obolibrary.org/obo/HP_0031700";"83.33";"false";"false"
"meningococcal infection";"Recurrent meningococcal disease";"http://purl.obolibrary.org/obo/HP_0005381";"57.78";"false";"false"
"uveitis";"Uveitis";"http://purl.obolibrary.org/obo/HP_0000554";"100";"false";"false"
"interstitial cystitis";"Tubulointerstitial nephritis";"http://purl.obolibrary.org/obo/HP_0001970";"71.79";"false";"false"
"hay fever";"Allergic rhinitis";"http://purl.obolibrary.org/obo/HP_0003193";"100";"false";"false"
"gynecological disease";"Graves disease";"http://purl.obolibrary.org/obo/HP_0100647";"53.33";"false";"false"
"musculoskeletal disorder";"Abnormality of the musculoskeletal system";"http://purl.obolibrary.org/obo/HP_0033127";"61.22";"false";"false"
"dermatological disease";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"60.61";"false";"false"
"dravet syndrome";"Barrett esophagus";"http://purl.obolibrary.org/obo/HP_0100580";"66.67";"false";"false"
"venous leg ulcer";"Aphthous ulcer";"http://purl.obolibrary.org/obo/HP_0032154";"53.33";"false";"false"
"coronavirus infection";"Susceptibility to coronavirus 229e";"http://purl.obolibrary.org/obo/HP_0005396";"57.14";"false";"false"
"diabetic kidney disease";"Chronic kidney disease";"http://purl.obolibrary.org/obo/HP_0012622";"65.12";"false";"false"
"cushing disease";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"66.67";"false";"false"
"acute coronary syndrome";"Acute coronary syndrome";"http://purl.obolibrary.org/obo/HP_0033678";"100";"false";"false"
"ventricular fibrillation";"Ventricular fibrillation";"http://purl.obolibrary.org/obo/HP_0001663";"100";"false";"false"
"myalgia";"Myalgia";"http://purl.obolibrary.org/obo/HP_0003326";"100";"false";"false"
"disorder of calcium metabolism";"Myocardial calcification";"http://purl.obolibrary.org/obo/HP_0006690";"52.38";"false";"false"
"gout";"Gout";"http://purl.obolibrary.org/obo/HP_0001997";"100";"false";"false"
"allergic skin disorder";"Personality disorder";"http://purl.obolibrary.org/obo/HP_0012075";"54.55";"false";"false"
"b cell non hodgkin lymphoma";"Non-Hodgkin lymphoma";"http://purl.obolibrary.org/obo/HP_0012539";"85.71";"false";"false"
"b cell acute lymphoblastic leukaemia";"B Acute Lymphoblastic Leukemia";"http://purl.obolibrary.org/obo/HP_0004812";"92.06";"false";"false"
"brain metastases";"Parageusia";"http://purl.obolibrary.org/obo/HP_0031249";"53.85";"false";"false"
"obstructive sleep apnea";"Obstructive sleep apnea";"http://purl.obolibrary.org/obo/HP_0002870";"100";"false";"false"
"expectorant";"Scanning speech";"http://purl.obolibrary.org/obo/HP_0002168";"43.48";"false";"false"
"raynaud disease";"Graves disease";"http://purl.obolibrary.org/obo/HP_0100647";"57.14";"false";"false"
"bordetella pertussis infection";"Mental deterioration";"http://purl.obolibrary.org/obo/HP_0001268";"51.06";"false";"false"
"hyperkalemia";"Hyperkalemia";"http://purl.obolibrary.org/obo/HP_0002153";"100";"false";"false"
"functional bowel disorder";"Bowel incontinence";"http://purl.obolibrary.org/obo/HP_0002607";"54.05";"false";"false"
"graves ophthalmopathy";"Pretibial myxedema";"http://purl.obolibrary.org/obo/HP_0200028";"68.42";"false";"false"
"blastic plasmacytoid dendritic cell neoplasm";"Bite cells";"http://purl.obolibrary.org/obo/HP_0020122";"46.15";"false";"false"
"hematologic disease";"Macrocytic hemolytic disease";"http://purl.obolibrary.org/obo/HP_0005524";"58.54";"false";"false"
"poliovirus infection";"Severe norovirus infection";"http://purl.obolibrary.org/obo/HP_0020099";"61.54";"false";"false"
"hypothyroidism";"Hypothyroidism";"http://purl.obolibrary.org/obo/HP_0000821";"100";"false";"false"
"duodenal ulcer";"Duodenal ulcer";"http://purl.obolibrary.org/obo/HP_0002588";"100";"false";"false"
"tachyarrhythmias";"Arrhythmia";"http://purl.obolibrary.org/obo/HP_0011675";"74.07";"false";"false"
"solid tumour cancer";"Benign gastrointestinal tract tumors";"http://purl.obolibrary.org/obo/HP_0006719";"60";"false";"false"
"allergy";"Allergy";"http://purl.obolibrary.org/obo/HP_0012393";"100";"false";"false"
"paroxysmal atrial fibrillation";"Paroxysmal atrial fibrillation";"http://purl.obolibrary.org/obo/HP_0004757";"100";"false";"false"
"pervasive developmental disorder";"Autistic behavior";"http://purl.obolibrary.org/obo/HP_0000729";"100";"false";"false"
"seasonal allergic rhinitis";"Allergic rhinitis";"http://purl.obolibrary.org/obo/HP_0003193";"81.08";"false";"false"
"norovirus infection";"Severe norovirus infection";"http://purl.obolibrary.org/obo/HP_0020099";"84.21";"false";"false"
"shock";"Shock";"http://purl.obolibrary.org/obo/HP_0031273";"100";"false";"false"
"primitive neuroectodermal tumour medulloblastoma";"Primitive neuroectodermal tumor";"http://purl.obolibrary.org/obo/HP_0030065";"77.78";"false";"false"
"smallpox";"Short hallux";"http://purl.obolibrary.org/obo/HP_0010109";"54.55";"false";"false"
"monkeypox virus infection";"Post-vaccination rotavirus infection";"http://purl.obolibrary.org/obo/HP_0020091";"52";"false";"false"
"pancreatic malfunction";"Pancreatitis";"http://purl.obolibrary.org/obo/HP_0001733";"66.67";"false";"false"
"refractory chronic myeloid leukaemia";"Chronic myelogenous leukemia";"http://purl.obolibrary.org/obo/HP_0005506";"77.42";"false";"false"
"poison intoxication";"Episodic ammonia intoxication";"http://purl.obolibrary.org/obo/HP_0001951";"52.94";"false";"false"
"hematologic tumour";"Neoplasm of the skin";"http://purl.obolibrary.org/obo/HP_0008069";"70.59";"false";"false"
"sickle cell disorder";"Increased red cell sickling tendency";"http://purl.obolibrary.org/obo/HP_0008346";"58.54";"false";"false"
"urinary dysfunction";"Functional abnormality of the gastrointestinal tract";"http://purl.obolibrary.org/obo/HP_0012719";"68.97";"false";"false"
"endotoxic shock";"Shock";"http://purl.obolibrary.org/obo/HP_0031273";"60";"false";"false"
"pustular palmoplantar psoriasis";"Palmoplantar pustulosis";"http://purl.obolibrary.org/obo/HP_0100847";"77.78";"false";"false"
"nervous system disease";"Bilateral basilar pulmonary fibrosis";"http://purl.obolibrary.org/obo/HP_0550005";"61.22";"false";"false"
"hunter syndrome";"Horner syndrome";"http://purl.obolibrary.org/obo/HP_0002277";"73.33";"false";"false"
"pulmonary fibrosis";"Pulmonary fibrosis";"http://purl.obolibrary.org/obo/HP_0002206";"100";"false";"false"
"progressive supranuclear palsy";"Supranuclear gaze palsy";"http://purl.obolibrary.org/obo/HP_0000605";"73.08";"false";"false"
"bone development disorder";"Autistic behavior";"http://purl.obolibrary.org/obo/HP_0000729";"60.87";"false";"false"
"schizophrenia";"Schizophrenia";"http://purl.obolibrary.org/obo/HP_0100753";"100";"false";"false"
"syphilis infection";"Recurrent E. coli infections";"http://purl.obolibrary.org/obo/HP_0002740";"62.07";"false";"false"
"gastrointestinal stromal tumour";"Gastrointestinal stroma tumor";"http://purl.obolibrary.org/obo/HP_0100723";"94.92";"false";"false"
"brain disease";"Hodgkin lymphoma";"http://purl.obolibrary.org/obo/HP_0012189";"64.29";"false";"false"
"acute otitis media";"Acute otitis media";"http://purl.obolibrary.org/obo/HP_0000371";"100";"false";"false"
"retinopathy";"Retinopathy";"http://purl.obolibrary.org/obo/HP_0000488";"100";"false";"false"
"chronic stable angina";"Stable";"http://purl.obolibrary.org/obo/HP_0031915";"44.44";"false";"false"
"skin allergy";"Polymorphous light eruption";"http://purl.obolibrary.org/obo/HP_0032379";"80";"false";"false"
"kidney transplant rejection";"Status post organ transplantation";"http://purl.obolibrary.org/obo/HP_0032444";"50";"false";"false"
"fatty liver disease";"Cystic liver disease";"http://purl.obolibrary.org/obo/HP_0006706";"71.79";"false";"false"
"seborrhea";"Seborrheic dermatitis";"http://purl.obolibrary.org/obo/HP_0001051";"100";"false";"false"
"prostate disease";"Prostate mass";"http://purl.obolibrary.org/obo/HP_0020126";"71.43";"false";"false"
"peanut hypersensitivity";"Emotional hypersensitivity";"http://purl.obolibrary.org/obo/HP_0041092";"77.42";"false";"false"
"graft versus host disease";"Graves disease";"http://purl.obolibrary.org/obo/HP_0100647";"59.46";"false";"false"
"squamous head and neck cell carcinom";"Squamous cell carcinoma";"http://purl.obolibrary.org/obo/HP_0002860";"76.36";"false";"false"
"pancreatic ductal carcinoma";"Ductal carcinoma in situ";"http://purl.obolibrary.org/obo/HP_0030075";"70.83";"false";"false"
"hyponatraemia";"Hyponatremia";"http://purl.obolibrary.org/obo/HP_0002902";"88.89";"false";"false"
"seizure disorder";"Seizure";"http://purl.obolibrary.org/obo/HP_0001250";"66.67";"false";"false"
"dutch elm disease";"Celiac disease";"http://purl.obolibrary.org/obo/HP_0002608";"51.61";"false";"false"
"refractory hematologic malignancy";"Refractory";"http://purl.obolibrary.org/obo/HP_0031375";"56.41";"false";"false"
"haemophilus influenza";"Recurrent Haemophilus influenzae infections";"http://purl.obolibrary.org/obo/HP_0005376";"75";"false";"false"
"mucopolysaccharidosis";"Mucopolysacchariduria";"http://purl.obolibrary.org/obo/HP_0008155";"79.07";"false";"false"
"inflammatory bowel disease";"Retinopathy";"http://purl.obolibrary.org/obo/HP_0000488";"67.86";"false";"false"
"severe asthma";"Status asthmaticus";"http://purl.obolibrary.org/obo/HP_0012653";"83.87";"false";"false"
"dwarfism";"Severe short stature";"http://purl.obolibrary.org/obo/HP_0003510";"100";"false";"false"
"hospital acquired pneumonia";"Acute aspiration pneumonia";"http://purl.obolibrary.org/obo/HP_0011952";"75.56";"false";"false"
"idiopathic multicentric castlemans disease";"Myopathy";"http://purl.obolibrary.org/obo/HP_0003198";"48.57";"false";"false"
"hypoparathyroidism";"Hypoparathyroidism";"http://purl.obolibrary.org/obo/HP_0000829";"100";"false";"false"
"skin photodamage";"Cutaneous photosensitivity";"http://purl.obolibrary.org/obo/HP_0000992";"60.61";"false";"false"
"primary biliary cholangitis";"Cholangitis";"http://purl.obolibrary.org/obo/HP_0030151";"50";"false";"false"
"malignant carcinoid syndrome";"Carcinoid tumor";"http://purl.obolibrary.org/obo/HP_0100570";"57.14";"false";"false"
"peripheral nerve damage";"Peripheral neuropathy";"http://purl.obolibrary.org/obo/HP_0009830";"100";"false";"false"
"kidney cancer";"Renal cell carcinoma";"http://purl.obolibrary.org/obo/HP_0005584";"62.22";"false";"false"
"autoimmune disease";"Autoimmunity";"http://purl.obolibrary.org/obo/HP_0002960";"100";"false";"false"
"systemic lupus erythematosus";"Systemic lupus erythematosus";"http://purl.obolibrary.org/obo/HP_0002725";"100";"false";"false"
"influenza a virus h5n1 infection";"Recurrent Haemophilus influenzae infections";"http://purl.obolibrary.org/obo/HP_0005376";"67.92";"false";"false"
"mrsa infection";"Methicillin-resistant Staphylococcus aureus infection";"http://purl.obolibrary.org/obo/HP_0032326";"100";"false";"false"
"castleman s disease";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"62.5";"false";"false"
"methamphetamine dependence";"Methamphetamine addiction";"http://purl.obolibrary.org/obo/HP_0033519";"100";"false";"false"
"chlamydia infection";"Chronic infection";"http://purl.obolibrary.org/obo/HP_0031035";"56.25";"false";"false"
"hiv associated dementia";"Dementia";"http://purl.obolibrary.org/obo/HP_0000726";"62.07";"false";"false"
"renal transplantation";"Status post organ transplantation";"http://purl.obolibrary.org/obo/HP_0032444";"61.11";"false";"false"
"t cell lymphoma";"T-cell lymphoma";"http://purl.obolibrary.org/obo/HP_0012190";"100";"false";"false"
"pneumococcal infection";"Acute infectious pneumonia";"http://purl.obolibrary.org/obo/HP_0011949";"63.41";"false";"false"
"haematopoietic lymphoid cancer";"Lymphoma";"http://purl.obolibrary.org/obo/HP_0002665";"62.75";"false";"false"
"thrombosis";"Thrombocytosis";"http://purl.obolibrary.org/obo/HP_0001894";"83.33";"false";"false"
"cytomegalovirus disease";"Cytomegalovirus colitis";"http://purl.obolibrary.org/obo/HP_0033431";"68.18";"false";"false"
"venom poisoning";"Venom allergy";"http://purl.obolibrary.org/obo/HP_0410336";"44.44";"false";"false"
"high blood cholesterol level";"Increased HDL cholesterol concentration";"http://purl.obolibrary.org/obo/HP_0012184";"72";"false";"false"
"ophthalmic surgery injury";"Abnormality of ophthalmic artery";"http://purl.obolibrary.org/obo/HP_0410006";"54.17";"false";"false"
"knee injuries";"Self-injurious behavior";"http://purl.obolibrary.org/obo/HP_0100716";"58.33";"false";"false"
"bronchial asthma";"Asthma";"http://purl.obolibrary.org/obo/HP_0002099";"100";"false";"false"
"cardiac failure";"Congestive heart failure";"http://purl.obolibrary.org/obo/HP_0001635";"100";"false";"false"
"inflammatory breast cancer";"Breast carcinoma";"http://purl.obolibrary.org/obo/HP_0003002";"68.29";"false";"false"
"periodontal disease";"Severe periodontitis";"http://purl.obolibrary.org/obo/HP_0000166";"85";"false";"false"
"cytomegalovirus infection";"Severe cytomegalovirus infection";"http://purl.obolibrary.org/obo/HP_0031692";"88";"false";"false"
"prolymphocytic leukaemia";"Acute lymphoblastic leukemia";"http://purl.obolibrary.org/obo/HP_0006721";"72.34";"false";"false"
"impetigo";"Recurrent bacterial skin infections";"http://purl.obolibrary.org/obo/HP_0005406";"56.25";"false";"false"
"pleural disease";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"59.26";"false";"false"
"thrombin deficiency";"Reduced antithrombin III activity";"http://purl.obolibrary.org/obo/HP_0001976";"78.05";"false";"false"
"intermittent claudication";"Intermittent claudication";"http://purl.obolibrary.org/obo/HP_0004417";"100";"false";"false"
"imaging";"Brain imaging abnormality";"http://purl.obolibrary.org/obo/HP_0410263";"43.48";"false";"false"
"alkalosis";"Alkalosis";"http://purl.obolibrary.org/obo/HP_0001948";"100";"false";"false"
"carbohydrate metabolism disorder";"Abnormal urine carbohydrate level";"http://purl.obolibrary.org/obo/HP_0031979";"49.06";"false";"false"
"elevated c reactive protein";"Elevated C-reactive protein level";"http://purl.obolibrary.org/obo/HP_0011227";"88.46";"false";"false"
"bronchopulmonary dysplasia";"Bronchopulmonary anastomosis";"http://purl.obolibrary.org/obo/HP_0033389";"69.09";"false";"false"
"inflammation associated with osteoarthritis";"Osteoarthritis";"http://purl.obolibrary.org/obo/HP_0002758";"59.46";"false";"false"
"hemochromatosis";"Joint hemorrhage";"http://purl.obolibrary.org/obo/HP_0005261";"66.67";"false";"false"
"nasopharyngeal carcinoma";"Nasopharyngeal teratoma";"http://purl.obolibrary.org/obo/HP_0031227";"69.77";"false";"false"
"acute supraventricular tachycardia";"Supraventricular tachycardia";"http://purl.obolibrary.org/obo/HP_0004755";"92.06";"false";"false"
"b cell prolymphocytic leukaemia";"Chronic lymphatic leukemia";"http://purl.obolibrary.org/obo/HP_0005550";"66.67";"false";"false"
"lung inflammation";"Cheilitis";"http://purl.obolibrary.org/obo/HP_0100825";"72";"false";"false"
"respiratory distress syndrome";"Acute respiratory distress syndrome";"http://purl.obolibrary.org/obo/HP_0033677";"92.06";"false";"false"
"immune thrombocytopenic purpura";"Autoimmune thrombocytopenia";"http://purl.obolibrary.org/obo/HP_0001973";"80.77";"false";"false"
"paroxysmal supraventricular tachycardia";"Paroxysmal supraventricular tachycardia";"http://purl.obolibrary.org/obo/HP_0004763";"100";"false";"false"
"weight loss";"Weight loss";"http://purl.obolibrary.org/obo/HP_0001824";"100";"false";"false"
"hereditary inclusion body myositis";"Ubiquitin-positive cerebral inclusion bodies";"http://purl.obolibrary.org/obo/HP_0012083";"57.58";"false";"false"
"cardiovascular disease";"Atherosclerosis";"http://purl.obolibrary.org/obo/HP_0002621";"75.86";"false";"false"
"myopathy";"Myopathy";"http://purl.obolibrary.org/obo/HP_0003198";"100";"false";"false"
"cholelithiasis";"Cholelithiasis";"http://purl.obolibrary.org/obo/HP_0001081";"100";"false";"false"
"chronic kidney disease";"Chronic kidney disease";"http://purl.obolibrary.org/obo/HP_0012622";"100";"false";"false"
