,DRUG_NAME,STRUCT_ID,TARGET_NAME,TARGET_CLASS,ACCESSION,GENE,SWISSPROT,ACT_VALUE,ACT_UNIT,ACT_TYPE,ACT_COMMENT,ACT_SOURCE,RELATION,MOA,MOA_SOURCE,ACT_SOURCE_URL,MOA_SOURCE_URL,ACTION_TYPE,TDL,ORGANISM,NEW_ID
9525,paroxetine,2068,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.456,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
9701,perhexiline,2106,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.185,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
9772,phencyclidine,2121,Muscarinic acetylcholine receptor,GPCR,P12657|P32211|Q920H4|Q9ERZ3|Q9ERZ4,Chrm1|Chrm4|Chrm5|Chrm3|Chrm2,ACM1_MOUSE|ACM4_MOUSE|ACM5_MOUSE|ACM3_MOUSE|ACM2_MOUSE,5.04,,Kd,Dissociation constant towards Muscarinic acetylcholine receptor was determined by using [3H]4NMPB as radioligand,CHEMBL,=,,,,,,,Mus musculus,MGI:88396
9880,phenylpropanolamine,2149,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.171,,Ki,,PDSP,,,,,,,Tclin,Homo sapiens,HGNC:1950
9914,physostigmine,2159,Muscarinic acetylcholine receptor M1,GPCR,P12657,Chrm1,ACM1_MOUSE,4.43,,IC50,Binding affinity against mouse muscarinic acetylcholine receptor M1 using cerebral cortex and [3H]pirenzepine,CHEMBL,=,,,,,,,Mus musculus,MGI:88396
9931,pilocarpine,2166,Muscarinic acetylcholine receptor M1,GPCR,P08482,Chrm1,ACM1_RAT,5.51,,Ki,"Compound was evaluated for its affinity towards Muscarinic acetylcholine receptor M1, using [3H]- pirenzepine, a radioligand displacement assay in rat hippocampal membranes",CHEMBL,=,,,,,,,Rattus norvegicus,RGD:2342
9932,pilocarpine,2166,Muscarinic acetylcholine receptor M1,GPCR,P12657,Chrm1,ACM1_MOUSE,5.16,,EC50,Tested against Muscarinic acetylcholine receptor M1 expressed in A9 L cell line,CHEMBL,=,,,,,,,Mus musculus,MGI:88396
9933,pilocarpine,2166,Muscarinic acetylcholine receptor DM1,GPCR,P16395,mAChR-A,ACM1_DROME,5.55,,Ki,Displacement of [3H]AF-DX 384 from Drosophila melanogaster mAChR by scintillation counting,CHEMBL,=,,,,,,,Drosophila melanogaster,FlyBase:FBgn0000037
9934,pilocarpine,2166,Muscarinic acetylcholine receptor,GPCR,P08482|P08483|P08485|P08911|P10980,Chrm1|Chrm3|Chrm4|Chrm5|Chrm2,ACM1_RAT|ACM3_RAT|ACM4_RAT|ACM5_RAT|ACM2_RAT,7.08,,Ki,Inhibition of [3H]OXO-M binding against muscarinic acetylcholine receptor in rat brain membranes,CHEMBL,=,,,,,,,Rattus norvegicus,RGD:2342
9935,pilocarpine,2166,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.02,,EC50,calcium response in CHO cells,SCIENTIFIC LITERATURE,=,,,https://pubmed.ncbi.nlm.nih.gov/24558448,,AGONIST,Tclin,Homo sapiens,HGNC:1950
9993,pinacidil,2173,Calcium-activated potassium channel subunit alpha-1,Ion channel,Q12791,KCNMA1,KCMA1_HUMAN,,,,,WOMBAT-PK,,,,,,,Tclin,Homo sapiens,HGNC:6284
10065,pipecuronium,2183,Acetylcholine receptor,Ion channel,P02708|P11230|Q07001,CHRNA1|CHRNB1|CHRND,ACHA_HUMAN|ACHB_HUMAN|ACHD_HUMAN,,,,,WOMBAT-PK,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201206,ANTAGONIST,Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin,Homo sapiens,HGNC:1955
10076,pirenzepine,2200,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.68,,Ki,,WOMBAT-PK,=,1.0,IUPHAR,,http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=328,ANTAGONIST,Tclin,Homo sapiens,HGNC:1950
10083,pirenzepine,2200,Muscarinic acetylcholine receptor M1,GPCR,P08482,Chrm1,ACM1_RAT,8.28,,Ki,Displacement of [3H]pirenzepine from muscarinic acetylcholine receptor M1 in rat cortex homogenates,CHEMBL,=,,,,,,,Rattus norvegicus,RGD:2342
10088,pirenzepine,2200,Muscarinic acetylcholine receptor DM1,GPCR,P16395,mAChR-A,ACM1_DROME,6.41,,Ki,Displacement of [3H]AF-DX 384 from Drosophila melanogaster mAChR by scintillation counting,CHEMBL,=,,,,,,,Drosophila melanogaster,FlyBase:FBgn0000037
10089,pirenzepine,2200,Muscarinic acetylcholine receptor,GPCR,P08482|P08483|P08485|P08911|P10980,Chrm1|Chrm3|Chrm4|Chrm5|Chrm2,ACM1_RAT|ACM3_RAT|ACM4_RAT|ACM5_RAT|ACM2_RAT,7.22,,Ki,Binding affinity against Muscarinic acetylcholine receptor was determined in homogenized rat cortex tissue using [3H]N-methylscopolamine as radioligand,CHEMBL,=,,,,,,,Rattus norvegicus,RGD:2342
10090,pirenzepine,2200,Muscarinic acetylcholine receptor,GPCR,P12657|P32211|Q920H4|Q9ERZ3|Q9ERZ4,Chrm1|Chrm4|Chrm5|Chrm3|Chrm2,ACM1_MOUSE|ACM4_MOUSE|ACM5_MOUSE|ACM3_MOUSE|ACM2_MOUSE,6.12,,IC50,Ability (10 ug/kg) to inhibit binding of [125I]iododexetimide to muscarinic receptor in mice,CHEMBL,=,,,,,,,Mus musculus,MGI:88396
10127,pizotifen,2220,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,8.7,,Ki,Binding affinity to muscarinic M1 receptor (unknown origin),CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1950
10210,prenylamine,2261,Voltage-gated L-type calcium channel,Ion channel,P22002|P27732|Q02485,Cacna1c|Cacna1d|Cacna1s,CAC1C_RAT|CAC1D_RAT|CAC1S_RAT,6.68,,Kd,Inhibition of [3H]nitrendipine binding to calcium channel of rat brain membranes.,CHEMBL,=,,,,,,,Rattus norvegicus,RGD:2245
10212,pridinol,2263,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,8.796,,Ki,,PDSP,=,,,,,,Tclin,Homo sapiens,HGNC:1950
10262,procaine,2271,Acetylcholine receptor,Ion channel,P02708|P11230|Q07001,CHRNA1|CHRNB1|CHRND,ACHA_HUMAN|ACHB_HUMAN|ACHD_HUMAN,4.342,,IC50,,WOMBAT-PK,=,,,,,,Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin,Homo sapiens,HGNC:1955
10282,prochlorperazine,2274,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.6129999999999995,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
10301,procyclidine,2276,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,8.337,,Ki,,PDSP,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL86715,ANTAGONIST,Tclin,Homo sapiens,HGNC:1950
10361,promazine,2284,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.825,,Ki,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:1950
10370,promazine,2284,Major prion protein,Surface antigen,P04156,PRNP,PRIO_HUMAN,5.3,,EC50,Half maximal inhibition of Prion protein PrPsc formation was assayed in ScN2a cells,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:9449
10402,promethazine,2286,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,8.479,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
10412,promethazine,2286,Major prion protein,Surface antigen,P04156,PRNP,PRIO_HUMAN,5.1,,EC50,Half maximal inhibition of Prion protein PrPsc formation was assayed in ScN2a cells,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:9449
10456,propantheline,2293,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,9.7,,Ki,,IUPHAR,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1180725,ANTAGONIST,Tclin,Homo sapiens,HGNC:1950
10470,propiomazine,2298,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,,,,,WOMBAT-PK,,,,,,,Tclin,Homo sapiens,HGNC:1950
10506,propranolol,2303,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,Q13936,CACNA1C,CAC1C_HUMAN,4.319,,Ki,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:1390
10549,protriptyline,2320,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.7,,Ki,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:1950
10583,pyrimethamine,2332,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,8.721,,Ki,,PDSP,,,,,,,Tclin,Homo sapiens,HGNC:1950
10632,quetiapine,2337,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.25,,Ki,Binding affinity towards human M1 receptor.,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1950
10663,mepacrine,2338,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.445,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
10672,mepacrine,2338,Major prion protein,Surface antigen,P04156,PRNP,PRIO_HUMAN,6.52,,EC50,Half maximal inhibition of Prion protein PrPsc formation was assayed in ScN2a cells,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:9449
10943,risperidone,2389,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.55,,Ki,Binding affinity to human cloned muscarinic M1 receptor,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1950
11023,rocuronium,2396,Acetylcholine receptor,Ion channel,P02708|P11230|Q07001,CHRNA1|CHRNB1|CHRND,ACHA_HUMAN|ACHB_HUMAN|ACHD_HUMAN,7.77,,IC50,,WOMBAT-PK,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200648,ANTAGONIST,Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin,Homo sapiens,HGNC:1955
11024,rocuronium,2396,Acetylcholine receptor; alpha1/beta1/delta/gamma,Ion channel,P02708|P07510|P11230|Q07001,CHRNA1|CHRNG|CHRNB1|CHRND,ACHA_HUMAN|ACHG_HUMAN|ACHB_HUMAN|ACHD_HUMAN,7.09,,IC50,GRAC: human AChR-alpha1 commonly used antagonist,CHEMBL,=,,,,,,Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin,Homo sapiens,HGNC:1955
11161,scopolamine,2424,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,9.0,,Ki,,WOMBAT-PK,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2251240,ANTAGONIST,Tclin,Homo sapiens,HGNC:1950
11167,scopolamine,2424,Muscarinic acetylcholine receptor M1,GPCR,P08482,Chrm1,ACM1_RAT,9.28,,Ki,Binding affinity towards rat Muscarinic acetylcholine receptor M1 was determined,CHEMBL,=,,,,,,,Rattus norvegicus,RGD:2342
11170,scopolamine,2424,Muscarinic acetylcholine receptor DM1,GPCR,P16395,mAChR-A,ACM1_DROME,9.15,,Ki,Displacement of [3H]AF-DX 384 from Drosophila melanogaster mAChR by scintillation counting,CHEMBL,=,,,,,,,Drosophila melanogaster,FlyBase:FBgn0000037
11171,scopolamine,2424,Muscarinic acetylcholine receptor,GPCR,P08482|P08483|P08485|P08911|P10980,Chrm1|Chrm3|Chrm4|Chrm5|Chrm2,ACM1_RAT|ACM3_RAT|ACM4_RAT|ACM5_RAT|ACM2_RAT,10.1,,Ki,Inhibition of [3H]pirenzepine binding to muscarinic receptor in rat cortical homogenates,CHEMBL,=,,,,,,,Rattus norvegicus,RGD:2342
11231,sertraline,2436,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.127999999999999,,Ki,,PDSP,=,,,,,,Tclin,Homo sapiens,HGNC:1950
11360,solifenacin,2457,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.2,,IC50,Displacement of [3H]NMS from human muscarinic M1 receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1950
11366,solifenacin,2457,Muscarinic acetylcholine receptor M1,GPCR,P08482,Chrm1,ACM1_RAT,8.0,,Ki,Binding affinity for rat cortex muscarinic acetylcholine receptor M1 using [3H]pirenzepine,CHEMBL,=,,,,,,,Rattus norvegicus,RGD:2342
11381,sorafenib,2459,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,6.41,,IC50,Inhibition of recombinant c-Src by radioactive phosphotransfer assay in presence of 10 uM ATP,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
11404,sorafenib,2459,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,5.52,,Kd,Binding constant for LYN kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
11549,spiperone,2470,Muscarinic acetylcholine receptor,GPCR,P08482|P08483|P08485|P08911|P10980,Chrm1|Chrm3|Chrm4|Chrm5|Chrm2,ACM1_RAT|ACM3_RAT|ACM4_RAT|ACM5_RAT|ACM2_RAT,4.3,,Ki,Displacement of [3H]- QNB binding at the muscarinic-cholinergic binding site of rat brain S1,CHEMBL,=,,,,,,,Rattus norvegicus,RGD:2342
11586,strychnine,2484,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.0,,Kd,,IUPHAR,=,,,,,ALLOSTERIC MODULATOR,Tclin,Homo sapiens,HGNC:1950
11598,suxamethonium,2489,Muscle-type nicotinic acetylcholine receptor,Ion channel,P02708|P07510|P11230|Q04844|Q07001,CHRNA1|CHRNG|CHRNB1|CHRNE|CHRND,ACHA_HUMAN|ACHG_HUMAN|ACHB_HUMAN|ACHE_HUMAN|ACHD_HUMAN,,,,Mechanism of Action; CHEMBL2362997; PROTEIN COMPLEX GROUP,CHEMBL,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL703,AGONIST,Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin,Homo sapiens,HGNC:1955
11639,sulconazole,2495,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.053,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
11782,suloctidil,2536,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.965,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
11880,sunitinib,2544,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,5.68,,Kd,Binding constant for SRC kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
11897,sunitinib,2544,Focal adhesion kinase 1,Kinase,Q05397,PTK2,FAK1_HUMAN,6.36,,Kd,Binding constant for PTK2 kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:9611
11911,sunitinib,2544,Serine/threonine-protein kinase MARK2,Kinase,Q7KZI7,MARK2,MARK2_HUMAN,6.51,,Kd,Binding constant for MARK2 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:3332
11913,sunitinib,2544,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,6.57,,Kd,Binding constant for LYN kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
11992,sunitinib,2544,Proto-oncogene tyrosine-protein kinase Src,Kinase,P00523,SRC,SRC_CHICK,6.26,,IC50,Inhibition of chicken wild-type cSRC (251 to 533)-mediated phosphorylation of biotinylated poly-Glu-Tyr expressed in Escherichia coli BL21(DE3) preincubated for 30 to 60 mins prior to substrate addition by TR-FRET assay,CHEMBL,=,,,,,,,Gallus gallus,ENSEMBL:ENSGALG00000003855
11993,sunitinib,2544,Serine/threonine-protein kinase PAK 3,Kinase,O75914,PAK3,PAK3_HUMAN,7.8,,Kd,Binding constant for full-length PAK3,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:8592
12038,sunitinib,2544,Serine/threonine-protein kinase PAK 7,Kinase,Q9P286,PAK5,PAK5_HUMAN,6.19,,Kd,Binding constant for PAK7/PAK5 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:15916
12065,sunitinib,2544,Serine/threonine-protein kinase PAK 4,Kinase,O96013,PAK4,PAK4_HUMAN,5.64,,Kd,Binding constant for PAK4 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:16059
12165,tacrine,2551,Muscarinic acetylcholine receptor M1,GPCR,P12657,Chrm1,ACM1_MOUSE,5.7,,IC50,Binding affinity against mouse Muscarinic acetylcholine receptor M1 using cerebral cortex and [3H]pirenzepine,CHEMBL,=,,,,,,,Mus musculus,MGI:88396
12175,tacrine,2551,Muscarinic acetylcholine receptor,GPCR,P08482|P08483|P08485|P08911|P10980,Chrm1|Chrm3|Chrm4|Chrm5|Chrm2,ACM1_RAT|ACM3_RAT|ACM4_RAT|ACM5_RAT|ACM2_RAT,5.23,,IC50,Inhibition of [3H]quinuclidinyl benzilate (QNB) binding from rat forebrain membranes in the presence of Zn,CHEMBL,=,,,,,,,Rattus norvegicus,RGD:2342
12176,tacrine,2551,Amyloid beta A4 protein,Unclassified,P05067,APP,A4_HUMAN,7.91,,IC50,Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation after 24 hrs by thioflavin T fluorescence assay,CHEMBL,=,,,,,,,Homo sapiens,HGNC:620
12244,tamoxifen,2561,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.1670000000000025,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
12390,terconazole,2599,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.862,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
12420,terfenadine,2600,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.54,,IC50,Compound is evaluated for in vitro receptor binding affinity against Muscarinic acetylcholine receptor M1,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1950
12497,sapropterin,2612,"Nitric oxide synthase, brain",Enzyme,P29475,NOS1,NOS1_HUMAN,5.95,,Kd,Activity of tetrahydrobiopterin free nNOS,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:7872
12554,thiethylperazine,2630,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,,,,,WOMBAT-PK,,,,,,,Tclin,Homo sapiens,HGNC:1950
12598,thioridazine,2637,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,8.568999999999999,,Ki,,PDSP,=,,,,,,Tclin,Homo sapiens,HGNC:1950
12629,thioridazine,2637,Muscarinic acetylcholine receptor,GPCR,P08482|P08483|P08485|P08911|P10980,Chrm1|Chrm3|Chrm4|Chrm5|Chrm2,ACM1_RAT|ACM3_RAT|ACM4_RAT|ACM5_RAT|ACM2_RAT,8.7,,IC50,Displacement of [3H]quinuclidinyl benzilate (QNB) from Muscarinic acetylcholine receptor in rat brain,CHEMBL,=,,,,,,,Rattus norvegicus,RGD:2342
12652,thiothixene,2639,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.585,,Ki,,PDSP,=,,,,,,Tclin,Homo sapiens,HGNC:1950
12712,tiludronic acid,2666,Tyrosine-protein phosphatase non-receptor type 1,Enzyme,P18031,PTPN1,PTN1_HUMAN,,,,,WOMBAT-PK,,,,,,,Tchem,Homo sapiens,HGNC:9642
12722,tiotropium bromide,2677,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,11.0,,Ki,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:1950
12728,tiotropium bromide,2677,Muscarinic acetylcholine receptor M1,GPCR,P08482,Chrm1,ACM1_RAT,9.8,,Ki,Displacement of [3H]-NMS from Sprague-Dawley rat muscarinic M1 receptor in cortex membrane,CHEMBL,=,,,,,,,Rattus norvegicus,RGD:2342
12730,tiquizium,2678,Muscarinic acetylcholine receptor,GPCR,F1PT23,CHRM1,F1PT23_CANFA,8.7,,Ki,radioligand ([3H]QNB) displacement assay,SCIENTIFIC LITERATURE,=,,,https://pubmed.ncbi.nlm.nih.gov/8839659,,,,Canis familiaris,ENSEMBL:ENSCAFG00000015467
12795,tolterodine,2705,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,8.85,,Ki,Displacement of [3H]N-methyl Scopolamine from human cloned muscarinic M1 receptor expressed in CHO cells,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1950
12801,tolterodine,2705,Muscarinic acetylcholine receptor M1,GPCR,P08482,Chrm1,ACM1_RAT,8.85,,Ki,Displacement of [3H]NMS from muscarinic receptor M1 in Sprague-Dawley rat brain homogenates after 60 mins by liquid scintillation counting method,CHEMBL,=,,,,,,,Rattus norvegicus,RGD:2342
13008,tridihexethyl,2737,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,,,,Mechanism of Action; CHEMBL216; SINGLE PROTEIN,CHEMBL,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201354,ANTAGONIST,Tclin,Homo sapiens,HGNC:1950
13072,trihexyphenidyl,2745,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,8.89,,IC50,Evaluated for its binding affinity at human muscarinic receptor m1 by displacement of [3H]NMS binding using membranes in transfected chinese hamster ovarian cell,CHEMBL,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1092,ANTAGONIST,Tclin,Homo sapiens,HGNC:1950
13151,troglitazone,2767,Tyrosine-protein phosphatase non-receptor type 1,Enzyme,P18031,PTPN1,PTN1_HUMAN,4.26,,IC50,Inhibition of PTP1B,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:9642
13164,tropicamide,2774,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.1670000000000025,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
13187,tropisetron,2775,Acetylcholine receptor; alpha1/beta1/delta/gamma,Ion channel,P02708|P07510|P11230|Q07001,CHRNA1|CHRNG|CHRNB1|CHRND,ACHA_HUMAN|ACHG_HUMAN|ACHB_HUMAN|ACHD_HUMAN,4.57,,Ki,In vitro Binding affinity towards alpha-1-beta-1-gamma-delta nAChR was determined,CHEMBL,=,,,,,,Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin,Homo sapiens,HGNC:1955
13192,trospium,2776,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,,,,,WOMBAT-PK,,,,,,,Tclin,Homo sapiens,HGNC:1950
13219,tubocurarine,2781,Acetylcholine receptor,Ion channel,P02708|P11230|Q07001,CHRNA1|CHRNB1|CHRND,ACHA_HUMAN|ACHB_HUMAN|ACHD_HUMAN,7.62,,IC50,,WOMBAT-PK,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL339427,ANTAGONIST,Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin,Homo sapiens,HGNC:1955
13224,tubocurarine,2781,Acetylcholine receptor; alpha1/beta1/delta/gamma,Ion channel,P02708|P07510|P11230|Q07001,CHRNA1|CHRNG|CHRNB1|CHRND,ACHA_HUMAN|ACHG_HUMAN|ACHB_HUMAN|ACHD_HUMAN,7.09,,IC50,GRAC: human AChR-alpha1 commonly used antagonist,CHEMBL,=,,,,,,Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin,Homo sapiens,HGNC:1955
13304,valethamate,2800,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,8.56,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1950
13312,valproic acid,2803,Histone deacetylase 2,Enzyme,Q92769,HDAC2,HDAC2_HUMAN,4.21,,IC50,Inhibition of human recombinant HDAC2,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:4853
13339,varenicline,2808,Acetylcholine receptor; alpha1/beta1/delta/gamma,Ion channel,P02708|P07510|P11230|Q07001,CHRNA1|CHRNG|CHRNB1|CHRND,ACHA_HUMAN|ACHG_HUMAN|ACHB_HUMAN|ACHD_HUMAN,5.09,,Ki,Binding affinity to alpha-1-beta-gamma-delta nicotinic receptor,CHEMBL,=,,,,,,Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin,Homo sapiens,HGNC:1955
13367,vecuronium,2811,Acetylcholine receptor,Ion channel,P02708|P11230|Q07001,CHRNA1|CHRNB1|CHRND,ACHA_HUMAN|ACHB_HUMAN|ACHD_HUMAN,7.824,,IC50,,WOMBAT-PK,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200629,ANTAGONIST,Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin,Homo sapiens,HGNC:1955
